Document samples/pg2701.txt
thut 15 7.15682
wirket 2 0.954243
nordischer 1 0.477121
furchtbarem 1 0.477121
verlorne 1 0.477121
lebenslauf 2 0.954243
unbedingt 1 0.477121
zun 1 0.477121
hab 42 20.0391
beygestanden 1 0.477121
verstecken 1 0.477121
willst 11 5.24833
mach 8 3.81697
nirgends 1 0.477121
restrictions 2 0
tzlich 1 0.477121
jugendbraus 1 0.477121
ruhn 4 1.90849
gst 1 0.477121
dank 5 2.38561
solchem 1 0.477121
tugendlich 1 0.477121
ten 4 0
scheinet 2 0.954243
alt 7 3.33985
gefa 2 0.954243
widersteht 1 0.477121
errors 1 0
ttigt 1 0.477121
gold 2 0
nebelwind 1 0.477121
dran 10 4.77121
wehen 1 0.477121
zerspalten 1 0.477121
tagewerk 1 0.477121
aeugeln 1 0.477121
rauch 2 0.954243
salt 1 0
elendes 1 0.477121
verbindet 1 0.477121
meteor 1 0.477121
zappelte 1 0.477121
corrections 1 0.477121
fault 1 0.176091
dienen 3 1.43136
help 3 0
ruhe 1 0.477121
amt 1 0.477121
faulbett 1 0.477121
legen 3 1.43136
sauerey 1 0.477121
geleite 1 0.477121
glocken 1 0.477121
capitel 1 0.477121
schmeichelnd 1 0.477121
waden 1 0.477121
todtenglocke 1 0.477121
liebt 12 5.72546
schallen 1 0.477121
dienstes 1 0.477121
whenever 1 0
uhr 1 0.477121
fallen 2 0
vorbey 10 4.77121
tax 6 0
further 1 0
bedenk 1 0.477121
wohlbehagen 1 0.477121
allzudeutlich 1 0.477121
vergessen 3 1.43136
frag 1 0.477121
verschwemmt 1 0.477121
wessen 2 0.954243
doctorschmaus 1 0.477121
werdelust 1 0.477121
paar 2 0.954243
saeclum 1 0.477121
forderst 1 0.477121
bahre 1 0.477121
hexenmeister 1 0.477121
pf 4 1.90849
warf 1 0.477121
pedant 1 0.477121
kreuzweg 1 0.477121
gekannt 1 0.477121
brave 1 0
gesprochnes 1 0.477121
wedel 3 1.43136
mmerschein 1 0.477121
schalten 1 0.477121
gelegt 1 0.477121
wodurch 2 0.954243
harten 1 0.477121
begl 1 0.477121
flache 1 0.477121
received 5 0
treue 3 1.43136
gereuen 1 0.477121
beschrieben 1 0.477121
erstirbt 1 0.477121
madam 1 0.477121
herrschaft 1 0.477121
wachs 2 0.954243
geht 34 16.2221
leder 1 0.477121
aufgetragen 1 0.477121
ser 11 5.24833
current 1 0
marmor 1 0.477121
griffel 1 0.477121
schlaf 1 0.477121
nimmst 2 0.954243
mei 1 0.477121
flich 1 0.477121
schreiben 1 0.477121
drauf 2 0.954243
wahl 1 0.477121
tet 1 0.477121
bertreiben 1 0.477121
fratze 1 0.477121
schmollt 1 0.477121
besondrer 1 0.477121
sit 1 0
ba 1 0.477121
intellectual 2 0
breche 1 0.477121
reine 4 1.90849
verspreche 1 0.477121
abgelegt 1 0.477121
verschlie 2 0.954243
ekelt 1 0.477121
sinnlichkeit 1 0.477121
rauschen 2 0.954243
englisch 1 0.477121
rollen 2 0.954243
lebenskraft 1 0.477121
messe 2 0.954243
begebenheit 1 0.477121
wechseln 1 0.477121
dom 2 0.954243
rastlos 1 0.477121
pages 1 0
tigt 1 0.477121
ma 2 0.352183
graue 1 0.477121
freund 24 11.4509
naschen 1 0.477121
glich 11 5.24833
bekomm 1 0.477121
wanst 1 0.477121
kurirt 1 0.477121
taumel 1 0.477121
verliebtem 1 0.477121
erquickendem 1 0.477121
ftigem 1 0.477121
types 1 0
wissensdrang 1 0.477121
pferden 1 0.477121
alhier 1 0.477121
mancherley 2 0.954243
hund 5 2.38561
raus 1 0.477121
zugetheilt 1 0.477121
abgeschmackteste 1 0.477121
zischen 1 0.477121
ihrem 10 4.77121
zerscheitern 1 0.477121
gegend 1 0.477121
menschenliebe 1 0.477121
verdaut 1 0.477121
willkomm 1 0.477121
gemacht 4 1.90849
belehren 2 0.954243
associirt 1 0.477121
umfassen 2 0.954243
worten 7 3.33985
edlen 6 1.05655
section 7 0
qualit 2 0.954243
hirsches 1 0.477121
loben 1 0.477121
itali 2 0.954243
stinkt 3 1.43136
ners 1 0.477121
nordens 2 0.954243
dienstlich 1 0.477121
dau 1 0.477121
angesicht 4 1.90849
schiff 2 0.954243
rbarkeit 1 0.477121
seyn 40 19.0849
cost 3 0
arglist 1 0.477121
plane 1 0
reise 5 2.38561
verlieben 1 0.477121
mikrokosmus 1 0.477121
engen 6 2.86273
erringen 1 0.477121
setz 3 1.43136
plackerey 1 0.477121
perr 1 0.477121
millionen 1 0.477121
fluthstrom 1 0.477121
favilla 1 0.477121
fu 4 1.90849
socken 1 0.477121
herbeygerafft 1 0.477121
hinten 2 0.954243
nzlein 1 0.477121
flieht 2 0.954243
schande 2 0.954243
geboren 5 2.38561
henker 2 0.954243
weniger 2 0.954243
volksgedr 1 0.477121
schwer 12 5.72546
hnenden 1 0.477121
revenue 1 0
lieu 2 0
geschrei 1 0.477121
gesucht 1 0.477121
hengste 1 0.477121
pa 3 1.43136
eilen 1 0.477121
nahrung 2 0.954243
vier 3 1.43136
zaub 1 0.477121
beine 3 1.43136
geld 5 2.38561
kerl 7 3.33985
speculirt 1 0.477121
rrer 1 0.477121
marterort 1 0.477121
schau 7 3.33985
jungens 1 0.477121
ennuyiren 2 0.954243
knabe 1 0.477121
ungetr 1 0.477121
sitz 2 0.954243
flechtend 1 0.477121
rock 2 0.352183
gewinnt 2 0.954243
stlich 1 0.477121
kleidet 2 0.954243
halbhexe 1 0.477121
witze 1 0.477121
kellernest 1 0.477121
beschw 3 1.43136
viertelst 1 0.477121
ndchen 3 1.43136
fahrt 1 0.477121
allerh 1 0.477121
gengeist 1 0.477121
agreed 1 0
rken 1 0.477121
zweymal 1 0.477121
werth 6 2.86273
bereiltes 1 0.477121
schlepp 1 0.477121
obiger 1 0.477121
starren 2 0.954243
ttlichkeit 1 0.477121
lippen 5 2.38561
erflehn 1 0.477121
bergeben 4 1.90849
ergebenheit 1 0.477121
sand 3 0
nehmt 5 2.38561
hierau 1 0.477121
ort 9 4.29409
zeigst 1 0.477121
klub 1 0.477121
hallen 1 0.477121
greifen 2 0.954243
keineswegs 1 0.477121
nkter 1 0.477121
ausgestreuter 1 0.477121
baum 4 1.90849
len 2 0.954243
denken 6 2.86273
skizzenweise 1 0.477121
willig 1 0.477121
scheitert 1 0.477121
weisheit 3 1.43136
facult 2 0.954243
freyheit 5 2.38561
weihen 2 0.954243
zeitvertreib 5 2.38561
ordnung 5 2.38561
zuerst 1 0.477121
glein 1 0.477121
bestes 1 0.477121
donate 5 0
spanische 1 0.477121
stiefeln 1 0.477121
eingeschn 1 0.477121
gelesen 1 0.477121
zeche 2 0.954243
folget 2 0.954243
rupft 1 0.477121
bat 1 0.176091
gedankenbahn 1 0.477121
pracht 2 0.954243
copies 7 0
kreuz 2 0.954243
befestiget 1 0.477121
irlichtelire 1 0.477121
weber 2 0.954243
schifflein 1 0.477121
philosoph 1 0.477121
sommerv 1 0.477121
beweis 1 0.477121
zaubergesang 1 0.477121
zweyte 1 0.477121
dritt 2 0.954243
vierte 1 0.477121
zweyt 1 0.477121
viert 1 0.477121
nimmermehr 5 2.38561
bebst 1 0.477121
notifies 1 0
dargebracht 1 0.477121
deletions 1 0
encheiresin 1 0.477121
naturae 1 0.477121
geyer 1 0.477121
ihrer 7 3.33985
lernt 3 1.43136
auferbaut 1 0.477121
reduciren 1 0.477121
nebelflor 1 0.477121
schuhe 1 0.477121
rig 1 0.176091
stehe 1 0.477121
zug 2 0.954243
confirmation 1 0
klassificiren 1 0.477121
metaphysik 1 0.477121
tiefsinnig 1 0.477121
zauberh 1 0.477121
stube 1 0.477121
these 3 0
paragraphos 1 0.477121
verliebte 1 0.477121
sedebit 1 0.477121
tiefste 1 0.477121
thale 1 0.477121
schreibens 1 0.477121
zerronnen 1 0.477121
schnecke 1 0.477121
beflei 1 0.477121
heilig 4 1.90849
krieche 1 0.477121
active 2 0
besitzt 1 0.477121
erben 2 0.954243
krankheit 1 0.477121
nzenden 1 0.477121
erf 5 2.38561
spat 1 0.176091
nes 8 3.81697
segen 2 0.954243
geschlecht 3 1.43136
geschlechte 1 0.477121
vollkommner 1 0.477121
freylich 8 3.81697
spinnenfu 1 0.477121
bilder 3 1.43136
unsinn 2 0.954243
kleid 1 0.477121
umweht 1 0.477121
wohlthat 1 0.477121
plage 2 0.954243
enkel 1 0.477121
schleicht 4 1.90849
frischen 1 0.477121
abscheu 1 0.477121
vermehrt 1 0.477121
aeste 1 0.477121
paragraphs 3 0
necessarily 1 0
belehrt 1 0.477121
stchen 6 2.86273
ermorden 1 0.477121
entri 1 0.477121
studiren 1 0.477121
verborgnes 1 0.477121
unterscheiden 1 0.477121
haltet 1 0.477121
ehrenmann 1 0.477121
tempel 1 0.477121
hau 1 0.477121
allzu 1 0.477121
verborgnen 1 0.477121
begriffe 1 0.477121
nennen 9 4.29409
fehlen 4 1.90849
sichre 1 0.477121
trefflich 4 1.90849
streiten 1 0.477121
reihen 3 1.43136
bereiten 2 0.954243
ftig 5 2.38561
jammerecken 1 0.477121
tons 1 0.176091
ckten 1 0.477121
wissenschaftlich 1 0.477121
liebewonniglich 1 0.477121
man 108 0
schweift 1 0.477121
angebunden 1 0.477121
dorther 1 0.477121
ziemlich 3 1.43136
nachtm 1 0.477121
wohlgebaut 1 0.477121
andere 3 1.43136
verlangen 1 0.477121
mmern 5 2.38561
damaged 1 0
geschwister 1 0.477121
frevel 1 0.477121
seen 3 0
puncte 1 0.477121
kahn 1 0.477121
gastrecht 1 0.477121
gottverha 1 0.477121
voran 1 0.477121
curiren 1 0.477121
brauchen 2 0.954243
pulte 1 0.477121
freches 1 0.477121
ehrbar 1 0.477121
vertraulich 1 0.477121
affen 1 0.477121
bersteigt 2 0.954243
schritt 13 6.20258
tappt 1 0.477121
versteht 5 2.38561
pfoten 1 0.477121
lslein 1 0.477121
schlauen 1 0.477121
grau 2 0.954243
ahnen 1 0.477121
andermal 1 0.477121
beschweren 1 0.477121
stammbuch 1 0.477121
berreichen 1 0.477121
reiner 1 0.477121
sicut 1 0.477121
nigreich 1 0.477121
wandle 2 0.954243
verliebt 1 0.477121
deus 1 0.477121
armsel 1 0.477121
bonum 1 0.477121
ehrerbietig 2 0.954243
hnlichkeit 1 0.477121
complimente 1 0.477121
particularly 1 0
wohin 5 2.38561
vorgelogen 1 0.477121
massiven 1 0.477121
welcher 3 1.43136
zerkratzt 1 0.477121
nutzen 1 0.477121
cultur 1 0.477121
aufmerksam 2 0.954243
messer 2 0.954243
altes 3 1.43136
leichte 2 0.954243
ldern 1 0.477121
nimmt 7 3.33985
sanssouci 1 0.477121
vertraust 1 0.477121
exempt 2 0
north 1 0
stadtmauer 1 0.477121
gratulire 1 0.477121
theilt 1 0.477121
auerbachs 1 0.477121
leipzig 2 0.352183
nasses 1 0.477121
klaren 1 0.477121
brander 19 9.0653
zwanzig 1 0.477121
dummheit 1 0.477121
gie 1 0.477121
beydes 1 0.477121
hinw 1 0.477121
aufs 4 1.90849
schwein 2 0.954243
freventlich 3 1.43136
felsenwand 1 0.477121
runda 1 0.477121
verbietet 1 0.477121
schreyt 1 0.477121
ho 1 0.176091
altmayer 21 10.0195
m 120 0
baumwolle 1 0.477121
innerlich 1 0.477121
sprengt 1 0.477121
lbe 2 0.954243
vogelfrey 1 0.477121
bergigen 1 0.477121
wiederschallt 1 0.477121
basses 1 0.477121
wunderbare 2 0.954243
alpenfeld 1 0.477121
a 60 0
lt 20 0
kehlen 1 0.477121
garstig 2 0.954243
freyes 1 0.477121
politisch 1 0.477121
fragst 3 1.43136
betraurt 1 0.477121
leidig 1 0.477121
preserve 1 0
dankt 2 0.954243
wenigstens 3 1.43136
reichlichen 1 0.477121
kanzler 1 0.477121
cursum 1 0.477121
sprung 1 0
oberhaupt 1 0.477121
res 1 0.477121
ihn 77 36.7383
ausschlag 1 0.477121
zupft 1 0.477121
erh 2 0.954243
schwing 1 0.477121
kriege 1 0.477121
frau 16 7.63394
liebchen 13 6.20258
versehen 1 0.477121
zehentausendmal 1 0.477121
verwehren 1 0.477121
mittel 4 1.90849
sang 3 0
singe 2 0.954243
geschwind 11 5.24833
hme 1 0.477121
vorw 4 1.90849
angef 3 1.43136
bescheert 1 0.477121
brauner 1 0.477121
blocksberg 4 1.90849
galopp 1 0.477121
meckern 1 0.477121
echtem 1 0.477121
fleisch 1 0.477121
besprechen 2 0.954243
eingeschmissen 1 0.477121
permitted 2 0
betragen 1 0.477121
hausrath 1 0.477121
tisch 4 1.90849
gehorchet 1 0.477121
gesteht 1 0.477121
neusten 1 0.477121
schnitt 1 0.477121
hinzugeben 1 0.477121
rundreim 1 0.477121
ratt 1 0.477121
lebte 1 0.477121
butter 1 0.176091
angem 1 0.477121
vergebung 1 0.477121
gestellt 1 0.477121
sieh 13 6.20258
leibe 10 4.77121
chorus 5 0.880456
soff 1 0.477121
zernagt 1 0.477121
einklang 1 0.477121
genung 5 2.38561
angst 4 1.90849
ebenbild 3 1.43136
heerd 1 0.477121
zwischen 1 0.477121
orden 1 0.477121
l 71 0
vergifterinn 1 0.477121
pfeift 1 0.477121
loch 4 1.90849
neun 1 0.477121
platten 1 0.477121
freuen 3 1.43136
wiegt 1 0.477121
marktschreyer 1 0.477121
werke 3 1.43136
platte 1 0.477121
appear 1 0
zahm 2 0.954243
besond 1 0.477121
ratte 1 0.477121
neuen 12 5.72546
volke 2 0.954243
zirkeltanz 1 0.477121
kopfweh 1 0.477121
employee 1 0
tiefsten 2 0.954243
wirth 3 1.43136
borgt 1 0.477121
rathe 1 0.176091
unbesorgt 1 0.477121
schaarenweise 1 0.477121
paris 1 0
bildet 2 0.954243
glase 1 0.477121
kinderzahn 1 0.477121
unzufrieden 1 0.477121
chimie 1 0.477121
schraube 1 0.477121
jahre 8 3.81697
lkchen 1 0.477121
while 1 0
kragen 1 0.477121
ansehend 1 0.477121
wapen 1 0.477121
setzen 3 1.43136
verw 1 0.477121
rippach 1 0.477121
gespeis 1 0.477121
vettern 1 0.477121
gegen 2 0.954243
pfiffiger 1 0.477121
warte 1 0.477121
volk 8 3.81697
bte 1 0.477121
schwach 2 0.954243
wohnt 2 0.954243
begehrt 4 1.90849
nagelneues 1 0.477121
liebestraum 1 0.477121
containing 1 0
nig 6 2.86273
redistribution 2 0
floh 5 2.38561
bestialit 1 0.477121
ehrerbietieg 1 0.477121
eignen 2 0.954243
support 4 0
rief 4 1.90849
brav 3 1.43136
hosen 2 0.954243
genauste 1 0.477121
locken 2 0.954243
ird 1 0.477121
payments 3 0
aufw 1 0.477121
falten 1 0.477121
werfen 1 0.477121
sinn 14 6.6797
heran 12 5.72546
sammet 1 0.477121
verbirgt 2 0.954243
daran 1 0.477121
drinne 1 0.477121
stei 1 0.477121
stern 3 0.528274
wohlgeweihten 1 0.477121
hofe 1 0.477121
ungezogen 1 0.477121
expense 1 0
waren 4 1.90849
niginn 2 0.954243
golde 2 0.954243
vertrocknend 1 0.477121
getrennt 1 0.477121
winter 1 0
gestochen 1 0.477121
uhu 1 0.477121
genagt 1 0.477121
definitionen 1 0.477121
orgel 2 0.954243
knicken 3 1.43136
ersticken 3 1.43136
schm 3 1.43136
sticht 3 1.43136
title 1 0
ausgeschm 1 0.477121
spionirt 1 0.477121
vernichtet 1 0.477121
bravo 4 1.90849
read 3 0
provided 4 0
mme 2 0.954243
werthen 1 0.477121
nehm 2 0.954243
gebete 1 0.477121
cklich 5 2.38561
gutes 3 1.43136
zufallsw 1 0.477121
irrt 2 0.954243
judiciren 1 0.477121
geschoben 1 0.477121
verlang 2 0.954243
nctlich 1 0.477121
maul 2 0.352183
sections 1 0
rheine 1 0.477121
stich 2 0.954243
hausrecht 1 0.477121
bohrer 2 0.954243
dahinten 1 0.477121
wedelt 1 0.477121
associated 7 0
ruheplatz 1 0.477121
with 47 0
rbchen 1 0.477121
naiv 1 0.477121
nschet 1 0.477121
besitz 1 0.477121
schmecken 1 0.477121
herziger 1 0.477121
stell 1 0.477121
sohnes 1 0.477121
aha 1 0.477121
rheinwein 1 0.477121
verleiht 1 0.477121
project 88 0
allerbesten 1 0.477121
platz 9 4.29409
bohrt 3 1.43136
champagner 1 0.477121
wachspfropfen 1 0.477121
singt 16 7.63394
parven 1 0.477121
verstopft 2 0.954243
kaut 1 0.477121
deutscher 1 0.477121
bruder 7 3.33985
platze 3 1.43136
gestehn 1 0.477121
sauren 1 0.477121
tokayer 1 0.477121
morgenroth 1 0.477121
gewagt 1 0.477121
irrte 1 0.477121
gesagt 2 0.954243
nftig 2 0.954243
grosse 1 0.477121
gefragt 1 0.477121
pg 1 0
nachdem 1 0.477121
sehnende 1 0.477121
gebohrt 1 0.477121
seltsamen 2 0.954243
kessel 7 3.33985
kuppler 2 0.954243
geberden 3 1.43136
team 2 0.352183
saftig 1 0.477121
weins 1 0.477121
reben 1 0.477121
aufgefressen 1 0.477121
kannibalisch 1 0.477121
unvorsichtig 1 0.477121
helft 2 0.954243
teufelsfaust 1 0.477121
berges 2 0.954243
sachte 1 0.477121
seitw 3 1.43136
unterstehn 2 0.954243
siebeln 1 0.477121
hokuspokus 2 0.954243
losgebunden 1 0.477121
weinfa 1 0.477121
gleichem 1 0.477121
besenstiel 1 0.477121
starben 1 0.477121
drohe 1 0.477121
anderw 1 0.477121
regnen 1 0.477121
trauben 4 1.90849
gewalt 8 3.81697
brenne 3 1.43136
ernsthafter 1 0.477121
hllosen 1 0.477121
trippelst 1 0.477121
trockne 1 0.477121
gebild 1 0.477121
himmelsgluth 1 0.477121
ver 1 0.477121
streitig 1 0.477121
welches 1 0.477121
knien 1 0.477121
sinke 1 0.477121
reiten 1 0.477121
tische 1 0.477121
plain 2 0
replacement 5 0
hexenk 1 0.477121
sse 3 1.43136
herde 2 0.954243
teil 4 1.90849
flinker 1 0.477121
sorgt 1 0.477121
rmt 2 0.954243
seltsamsten 1 0.477121
meynt 1 0.477121
sum 2 0.352183
hexenhausrath 1 0.477121
choose 1 0
tolle 2 0.954243
spielend 1 0.477121
ferne 7 3.33985
viewing 1 0
versprichst 1 0.477121
wust 1 0.477121
raserey 1 0.477121
weibe 3 1.43136
sudelk 1 0.477121
vereinzelt 1 0.477121
lichterloh 1 0.477121
proben 2 0.954243
irgend 1 0.477121
ausgefunden 1 0.477121
einzunehmen 1 0.477121
gibt 4 1.90849
arzt 2 0.954243
begib 1 0.477121
braves 1 0
angethan 2 0.954243
verstehst 2 0.954243
met 1 0
aufgeflogen 1 0.477121
fang 1 0.176091
pappeln 1 0.477121
graben 1 0.477121
bermannt 1 0.477121
nkten 1 0.477121
ungemischter 1 0.477121
physical 2 0
kennt 4 1.90849
leb 1 0.477121
vieh 2 0.954243
raub 1 0.477121
glaube 3 1.43136
acker 1 0.477121
achtzig 1 0.477121
brauen 1 0.477121
bauen 1 0.477121
nken 6 2.86273
feine 1 0.477121
copyright 20 0
tig 2 0.954243
zierliches 1 0.477121
wenigsten 1 0.477121
reis 1 0.477121
schmause 1 0.477121
schornstein 2 0.954243
findest 1 0.477121
weckt 1 0.477121
auszieht 1 0.477121
abgeschmackt 1 0.477121
theatermeister 1 0.477121
verfluchte 4 1.90849
fliehen 1 0.477121
ute 1 0.477121
geschehn 18 8.58818
liche 1 0.477121
schreit 1 0.477121
compressed 1 0
kochen 3 1.43136
pudel 9 4.29409
affe 1 0.477121
naseweis 1 0.477121
lotto 1 0.477121
vertrauen 2 0.954243
meerk 1 0.477121
kugel 1 0.477121
thon 1 0.477121
ferstunde 1 0.477121
erblickend 2 0.954243
scherben 2 0.954243
sieb 2 0.954243
herunter 2 0.954243
dieb 4 1.90849
fragte 1 0.477121
halbes 1 0.477121
topf 2 0.954243
frager 1 0.477121
zuweilen 2 0.954243
alberne 1 0.477121
vix 1 0.477121
teich 1 0.477121
betrachte 2 0.954243
tropf 1 0.477121
spitze 1 0.477121
melodey 1 0.477121
unh 1 0.176091
seuche 1 0.477121
fliches 1 0.477121
schneiden 1 0.477121
thigt 2 0.954243
einen 67 31.9671
lzend 1 0.477121
zauberspiegel 1 0.477121
leihe 1 0.477121
imagination 1 0.176091
schnellsten 1 0.477121
qual 2 0.954243
hingestreckten 1 0.477121
ah 1 0
gescheidtes 1 0.477121
heim 1 0.477121
wittert 1 0.477121
throne 1 0
zepter 1 0.477121
constant 1 0
bisher 2 0.954243
schauspiel 4 1.90849
allerley 2 0.954243
gepflegt 1 0.477121
wunderliche 2 0.954243
phiole 1 0.477121
schmerz 8 3.81697
bewegungen 1 0.477121
geschrey 3 1.43136
lang 20 9.54243
leimen 1 0.477121
reimen 1 0.477121
brennen 2 0.954243
tanz 5 2.38561
metaphysika 1 0.477121
stellung 1 0.477121
unsern 3 1.43136
aufrichtige 1 0.477121
berzulaufen 1 0.477121
entsetzlichem 1 0.477121
sau 1 0.477121
zuletzt 3 1.43136
aufbewahrt 1 0.477121
hexenzunft 1 0.477121
ununterbrochen 1 0.477121
umst 1 0.477121
erg 1 0.477121
nase 7 3.33985
aged 1 0
schlich 2 0.954243
method 1 0
furcht 1 0.477121
welche 11 5.24833
gebein 2 0.954243
schauml 1 0.477121
winseln 1 0.477121
darnach 3 1.43136
umkehrt 1 0.477121
ringsherum 1 0.477121
tact 1 0.176091
aas 1 0.477121
scheusal 1 0.477121
musaget 1 0.477121
rothen 2 0.954243
versteckt 1 0.477121
banden 2 0.954243
pferdefu 3 1.43136
raben 1 0.477121
gereift 1 0.477121
hungert 1 0.477121
interessant 1 0.477121
beleckt 1 0.477121
erstreckt 1 0.477121
heiligthum 1 0.477121
schweif 1 0.477121
schwitzen 3 1.43136
gebunden 1 0.477121
klauen 2 0.954243
jahren 2 0.954243
gebannt 2 0.954243
tanzend 4 1.90849
lerche 1 0.477121
verlier 2 0.954243
verbitt 1 0.477121
fabelbuch 1 0.477121
retten 1 0.477121
aufgerieben 1 0.477121
streichet 1 0.477121
baron 1 0.176091
cavalier 1 0.176091
cavaliere 1 0.477121
zweifelst 1 0.477121
wirken 2 0.954243
irae 1 0.477121
defective 3 0
schmachtend 2 0.954243
unanst 2 0.954243
ndige 1 0.477121
tripple 1 0.477121
lauern 2 0.954243
umzugehn 1 0.477121
bitten 1 0.176091
prepared 1 0
flasche 1 0.477121
trauten 1 0.477121
umnebelnd 1 0.477121
siebensachen 1 0.477121
hervorgehupft 1 0.477121
nasche 1 0.477121
angeschafft 1 0.477121
antiqua 2 0.954243
spr 4 1.90849
gewimmel 1 0.477121
solche 5 2.38561
tasse 1 0.477121
schont 1 0.477121
meerkatzen 1 0.477121
fackel 1 0.477121
fausten 2 0.954243
spa 7 3.33985
rasenden 1 0.477121
strenger 1 0.477121
mussirend 1 0.477121
removed 2 0
emphase 1 0.477121
nebel 7 3.33985
hex 1 0.477121
keins 1 0.477121
usliches 1 0.477121
widerspruch 1 0.477121
verbreiten 1 0.477121
narr 2 0.954243
dampf 1 0.477121
verborgen 2 0.954243
rin 1 0.477121
holla 1 0.477121
schale 2 0.954243
nstes 1 0.477121
rand 2 0.954243
graden 1 0.477121
schluck 1 0.477121
hne 5 2.38561
ceremonien 1 0.477121
ungest 4 1.90849
schenkt 1 0.477121
banget 1 0.477121
heraustretend 2 0.954243
letzte 7 3.33985
naht 2 0.954243
works 32 0
hinan 3 1.43136
weicht 3 1.43136
hinunter 2 0.954243
each 1 0
habe 13 6.20258
walpurgis 1 0.477121
rkung 1 0.477121
nothwendig 1 0.477121
transpiriren 1 0.477121
schicksal 3 1.43136
inn 3 0.528274
lehr 1 0.477121
lilith 1 0.477121
redners 1 0.477121
empfindest 1 0.477121
geschmeide 3 1.43136
innigem 1 0.477121
entstanden 1 0.477121
cupido 1 0.477121
vorerst 1 0.477121
umfangen 1 0.477121
bertrug 1 0.477121
frauenbild 1 0.477121
leibhaftig 2 0.954243
helenen 1 0.477121
found 2 0
anzutragen 1 0.477121
fieber 1 0.477121
determine 1 0
ungeleitet 1 0.477121
marthe 45 21.4705
wange 1 0.477121
lag 3 1.43136
niederschl 1 0.477121
sprach 4 1.90849
unschuldig 3 1.43136
or 77 0
fichte 1 0.477121
hundes 1 0.477121
leuchtet 4 1.90849
nackte 1 0.477121
sahst 1 0.477121
jagt 1 0.477121
some 1 0
ding 6 1.05655
vierzehn 2 0.954243
blum 1 0.477121
spaced 2 0.954243
nkelt 1 0.477121
pfl 2 0.954243
lobesan 1 0.477121
requirements 4 0
unendlich 1 0.477121
ertrag 1 0.477121
frieden 3 1.43136
alles 46 21.9476
lied 12 2.1131
ruht 1 0.477121
gedruckt 1 0.477121
gelegenheit 3 1.43136
notice 3 0
manager 1 0
verf 3 1.43136
sprecht 1 0.477121
bleibt 10 4.77121
gaul 1 0.477121
appetit 1 0.477121
schimpf 1 0.477121
papier 3 1.43136
allemal 1 0.477121
list 1 0
halstuch 1 0.477121
strumpfband 1 0.477121
different 1 0
rderlich 2 0.954243
send 1 0
nachbarinn 3 1.43136
weiden 1 0.477121
genirt 1 0.477121
ergossen 1 0.477121
durchstudirt 1 0.477121
kleiner 4 1.90849
grimme 1 0.477121
lara 2 0.954243
sorg 1 0.477121
geschenk 1 0.477121
verleg 1 0.477121
komme 5 2.38561
doch 169 80.6335
tutti 1 0.477121
schmaus 2 0.954243
gemeinschaft 1 0.477121
schenken 1 0.477121
lezte 1 0.477121
ssiren 1 0.477121
schatz 5 2.38561
below 3 0
several 1 0
reinliches 1 0.477121
wacker 2 0.954243
gliche 2 0.954243
ulen 1 0.477121
sache 2 0.954243
stirne 2 0.954243
erwarmen 1 0.477121
keck 1 0.477121
pudels 1 0.477121
schlag 7 3.33985
gesinnt 1 0.477121
einigem 1 0.477121
pudeln 1 0.477121
bitte 6 2.86273
herumsp 1 0.477121
rend 1 0.176091
eben 18 8.58818
detach 1 0
durchwebst 1 0.477121
lebst 1 0.477121
philosophie 1 0.477121
athmet 1 0.477121
armuth 1 0.477121
seligkeit 1 0.477121
ledernen 1 0.477121
lockst 1 0.477121
bette 1 0.477121
thron 1 0.477121
fromm 3 1.43136
schnoperst 1 0.477121
federal 2 0
ll 2 0
useln 2 0.954243
tterlich 1 0.477121
unterweis 1 0.477121
wonnegraus 1 0.477121
bildetest 1 0.477121
eingegangen 1 0.477121
eingebornen 1 0.477121
warmem 1 0.477121
nsche 1 0.477121
rolle 1 0.477121
kurzsinn 1 0.477121
triebs 1 0.477121
reinem 1 0.477121
tugendreich 1 0.477121
entwirkte 1 0.477121
felsennasen 1 0.477121
verschwinde 1 0.477121
tterbild 1 0.477121
hergef 1 0.477121
regel 1 0.477121
ndigt 2 0.954243
innig 1 0.477121
zauberduft 1 0.477121
beschreiben 2 0.954243
rdest 2 0.954243
hingeschmolzen 1 0.477121
leidlich 2 0.954243
hergenommen 1 0.477121
zugesto 1 0.477121
gefr 1 0.176091
nner 1 0.477121
schrein 5 2.38561
aufschauend 1 0.477121
wahren 1 0.477121
erstarrt 1 0.477121
sternheit 1 0.477121
gesichter 2 0.954243
tageszeit 1 0.477121
undurchdrungnen 1 0.477121
geitzig 1 0.477121
solicit 2 0
herd 1 0.176091
manchen 8 3.81697
kratz 1 0.477121
wollen 13 6.20258
rsal 1 0.477121
erinnerung 1 0.477121
zickzack 1 0.477121
ckung 1 0.477121
brausend 1 0.477121
physik 1 0.477121
corrupt 1 0
dumpfig 1 0.477121
thule 1 0.477121
treu 4 1.90849
ob 11 1.937
buhle 2 0.954243
dar 1 0.176091
vergn 4 1.90849
bang 5 0.880456
clearly 1 0
gingen 1 0.477121
str 7 3.33985
daraus 1 0.477121
spinnen 1 0.477121
fluth 1 0.477121
einzur 1 0.477121
drau 4 1.90849
wunderbar 1 0.477121
verzeihn 1 0.477121
einzuschr 1 0.477121
lieh 1 0.477121
sselchen 1 0.477121
edelfrau 1 0.477121
periodic 1 0
